% CAPS-DAQ Version = 1.8.18
% CAPS software (c) Aerodyne Research, Inc.
% version: 0.12.7
% os: 6.6.58-gff02fcbf94a4
% Serial Number: 326001
% Total hours of operation: 1360:31
% Part: lamp installed on: 2024-01-22 in use for: 0:00 hours
% Part: pump1 installed on: 2024-01-23 in use for: 0:00 hours
% Part: pump2 installed on: 2023-08-31 in use for: 0:00 hours
% Auto. Baseline  is   On
% Auto. Baseline Interval = 0 HOURS 15 MINUTES
% Autosave  is   On
% Autosave Interval = 00 HOURS 01 MINUTES , starting 00 HOURS 01 MINUTES
% Divisors :  588 589 692664 294
% Mean Frequency = 16992.4
% IF Frequency = 28.874
% Exact Sample Time = .90
%             0            0           82            1
%          0742           17           15           10
%            40            3            5            3
%             0            0          151          700
%             0           77   6.9600e+00          100
%    0.0000e+00            0            0            0
%    7.3000e-01   2.9095e+02   0.0000e+00   6.3437e+00
%             0          111          136       326001
%    1.4402e+05            0   1.4200e+01   2.3408e+05
%    2.9729e+02   6.1100e+00           16         DHCP
%    10.80.0.61  caps-326001           35            1
%             0   2.9747e+05   7.5438e+02   1.0972e+00
%    1.8909e+04   5.3542e-01   1.1923e+01         2000
%           -20          588           17            5
%           650          950          166           13
%             0          294   1.9200e+00   5.2500e+00
%             0 2018-6-27_at_13:09   9.7141e-01 2018-6-27_at_13:05
%    2.0616e+00   2017-09-01  -1.0972e+01  01-Jan-1970
%   -1.1177e-35  08-Mar-2016  -3.6882e-22  01-Jan-1970
%    0.0000e+00   1.0000e+00   0.0000e+00   9.6000e-01
%             0            0
IgorTime,Extinction,Scattering,Loss,Pressure,Temperature,Signal,LossRef,Status,WC,SignalRef,RawScatRef,RawScat,SDR,WCRef,Timestamp
3864997009.982,-0.150,0.045,297.261,755.71,297.58,143693,291.018,10136,0.535,144079.244,18955.921,18987,12,0.535,2026/06/22 14:16:49.936
3864997010.992,0.009,-0.069,297.381,756.18,297.58,143699,291.018,10136,0.535,144079.244,18955.921,18808,12,0.535,2026/06/22 14:16:50.943
3864997011.987,0.030,0.043,297.396,756.07,297.58,143663,291.018,10136,0.536,144079.244,18955.921,18979,12,0.535,2026/06/22 14:16:51.943
3864997012.986,-0.301,-0.150,297.152,755.87,297.58,143693,291.018,10136,0.535,144079.244,18955.921,18684,12,0.535,2026/06/22 14:16:52.942
3864997013.988,-0.223,0.041,297.215,756.54,297.59,143678,291.018,10136,0.535,144079.244,18955.921,18990,12,0.535,2026/06/22 14:16:53.943
3864997014.987,0.224,0.045,297.538,756.07,297.58,143675,291.018,10136,0.536,144079.244,18955.921,18978,12,0.535,2026/06/22 14:16:54.942
3864997015.986,-0.115,-0.210,297.291,756.18,297.59,143678,291.018,10136,0.535,144079.244,18955.921,18586,12,0.535,2026/06/22 14:16:55.942
3864997016.986,-0.280,0.132,297.168,755.87,297.58,143678,291.018,10136,0.535,144079.244,18955.921,19128,12,0.535,2026/06/22 14:16:56.942
3864997017.981,0.179,-0.020,297.505,756.18,297.59,143665,291.018,10136,0.536,144079.244,18955.921,18877,12,0.535,2026/06/22 14:16:57.925
3864997018.986,0.193,-0.130,297.514,756.07,297.59,143669,291.018,10136,0.536,144079.244,18955.921,18702,12,0.535,2026/06/22 14:16:58.942
3864997019.986,-0.192,0.012,297.234,756.07,297.58,143647,291.018,10136,0.535,144079.244,18955.921,18934,12,0.535,2026/06/22 14:16:59.943
3864997020.987,-0.082,-0.034,297.312,755.87,297.59,143654,291.018,10136,0.535,144079.244,18955.921,18856,12,0.535,2026/06/22 14:17:00.942
3864997021.986,0.117,0.060,297.457,755.87,297.59,143666,291.018,10136,0.536,144079.244,18955.921,19001,12,0.535,2026/06/22 14:17:01.942
3864997022.984,0.128,-0.018,297.469,756.18,297.58,143643,291.018,10136,0.536,144079.244,18955.921,18879,12,0.535,2026/06/22 14:17:02.942
3864997023.980,-0.162,-0.024,297.254,755.87,297.58,143631,291.018,10136,0.535,144079.244,18955.921,18872,12,0.535,2026/06/22 14:17:03.930
3864997024.985,-0.310,0.042,297.150,756.33,297.58,143647,291.018,10136,0.535,144079.244,18955.921,18988,12,0.535,2026/06/22 14:17:04.942
3864997025.980,0.087,0.137,297.438,756.18,297.58,143617,291.018,10136,0.536,144079.244,18955.921,19121,12,0.535,2026/06/22 14:17:05.927
3864997026.992,-0.564,0.055,296.959,755.71,297.59,143634,291.018,10136,0.535,144079.244,18955.921,19005,12,0.535,2026/06/22 14:17:06.942
3864997027.986,-0.127,-0.008,297.282,756.18,297.58,143638,291.018,10136,0.535,144079.244,18955.921,18900,12,0.535,2026/06/22 14:17:07.942
3864997028.986,0.235,0.014,297.547,756.18,297.58,143631,291.018,10136,0.536,144079.244,18955.921,18925,12,0.535,2026/06/22 14:17:08.942
3864997029.984,0.118,-0.044,297.461,756.18,297.58,143638,291.018,10136,0.536,144079.244,18955.921,18837,12,0.535,2026/06/22 14:17:09.943
3864997030.979,0.637,0.065,297.837,755.87,297.58,143625,291.018,10136,0.536,144079.244,18955.921,18989,12,0.535,2026/06/22 14:17:10.936
3864997031.978,-0.121,-0.007,297.284,755.87,297.58,143647,291.018,10136,0.535,144079.244,18955.921,18899,12,0.535,2026/06/22 14:17:11.936
3864997032.978,0.125,0.016,297.469,756.54,297.58,143627,291.018,10136,0.536,144079.244,18955.921,18935,12,0.535,2026/06/22 14:17:12.937
3864997033.977,-0.297,0.006,297.157,756.07,297.58,143642,291.018,10136,0.535,144079.244,18955.921,18927,12,0.535,2026/06/22 14:17:13.925
3864997034.982,0.327,-0.202,297.608,755.50,297.58,143603,291.018,10136,0.536,144079.244,18955.921,18568,12,0.535,2026/06/22 14:17:14.942
3864997035.978,0.187,-0.036,297.509,755.87,297.59,143638,291.018,10136,0.536,144079.244,18955.921,18844,12,0.535,2026/06/22 14:17:15.930
3864997036.981,-0.356,0.093,297.114,756.07,297.58,143654,291.018,10136,0.535,144079.244,18955.921,19068,12,0.535,2026/06/22 14:17:16.941
3864997038.000,-0.047,-0.077,297.340,756.07,297.58,143597,291.018,10136,0.535,144079.244,18955.921,18783,12,0.535,2026/06/22 14:17:17.958
3864997038.982,-0.382,-0.174,297.095,756.07,297.59,143631,291.018,10136,0.535,144079.244,18955.921,18642,12,0.535,2026/06/22 14:17:18.943
3864997039.978,-0.602,-0.062,296.934,756.07,297.59,143620,291.018,10136,0.535,144079.244,18955.921,18824,12,0.535,2026/06/22 14:17:19.925
3864997040.978,0.157,-0.119,297.491,756.33,297.58,143615,291.018,10136,0.536,144079.244,18955.921,18717,12,0.535,2026/06/22 14:17:20.940
3864997041.985,0.098,0.035,297.446,756.18,297.58,143639,291.018,10136,0.536,144079.244,18955.921,18963,12,0.535,2026/06/22 14:17:21.946
3864997042.991,0.449,0.397,297.704,756.33,297.59,143508,291.018,10136,0.536,144079.244,18955.921,19508,12,0.535,2026/06/22 14:17:22.941
3864997043.980,0.889,1.839,298.023,756.07,297.59,142912,291.018,10136,0.536,144079.244,18955.921,21677,12,0.535,2026/06/22 14:17:23.941
3864997044.983,9.900,9.682,304.600,756.07,297.59,140164,291.018,10136,0.541,144079.244,18955.921,32904,12,0.535,2026/06/22 14:17:24.942
3864997045.976,12.551,12.760,306.536,756.07,297.58,138813,291.018,10136,0.542,144079.244,18955.921,37076,12,0.535,2026/06/22 14:17:25.938
3864997046.981,15.900,15.347,308.983,756.33,297.59,137944,291.018,10136,0.544,144079.244,18955.921,40501,12,0.535,2026/06/22 14:17:26.941
3864997047.977,18.588,16.434,310.943,756.07,297.59,137485,291.018,10136,0.545,144079.244,18955.921,41803,12,0.535,2026/06/22 14:17:27.941
3864997048.981,18.527,17.418,310.898,756.07,297.58,137260,291.018,10136,0.545,144079.244,18955.921,43185,12,0.535,2026/06/22 14:17:28.942
3864997049.975,18.309,18.434,310.740,756.07,297.58,137048,291.018,10136,0.545,144079.244,18955.921,44623,12,0.535,2026/06/22 14:17:29.936
3864997050.980,19.809,18.943,311.835,756.18,297.59,136582,291.018,10136,0.545,144079.244,18955.921,45116,12,0.535,2026/06/22 14:17:30.945
3864997051.975,20.504,18.172,312.342,756.07,297.58,136641,291.018,10136,0.546,144079.244,18955.921,43964,12,0.535,2026/06/22 14:17:31.940
3864997052.979,20.157,19.201,312.089,756.18,297.59,136607,291.018,10136,0.546,144079.244,18955.921,45478,12,0.535,2026/06/22 14:17:32.942
3864997053.985,29.341,27.349,318.793,756.07,297.59,133846,291.018,10136,0.550,144079.244,18955.921,55442,12,0.535,2026/06/22 14:17:33.937
3864997054.979,25.363,23.680,315.887,755.87,297.58,135036,291.018,10136,0.548,144079.244,18955.921,51015,12,0.535,2026/06/22 14:17:34.940
3864997055.974,30.853,28.016,319.897,756.18,297.59,133493,291.018,10136,0.550,144079.244,18955.921,56108,12,0.535,2026/06/22 14:17:35.924
3864997056.979,27.122,24.430,317.174,756.18,297.58,134565,291.018,10136,0.549,144079.244,18955.921,51774,12,0.535,2026/06/22 14:17:36.943
3864997057.974,26.152,24.809,316.463,755.87,297.58,134851,291.018,10136,0.548,144079.244,18955.921,52497,12,0.535,2026/06/22 14:17:37.938
3864997058.987,23.728,21.867,314.695,756.07,297.58,135684,291.018,10136,0.547,144079.244,18955.921,48774,12,0.535,2026/06/22 14:17:38.940
3864997059.972,24.015,22.215,314.906,756.18,297.58,135571,291.018,10136,0.547,144079.244,18955.921,49215,12,0.535,2026/06/22 14:17:39.940
3864997060.980,22.735,21.312,313.973,756.33,297.58,135937,291.018,10136,0.547,144079.244,18955.921,48138,12,0.535,2026/06/22 14:17:40.945
3864997061.973,25.164,23.881,315.743,756.07,297.59,134771,291.018,10136,0.548,144079.244,18955.921,51220,12,0.535,2026/06/22 14:17:41.923
3864997062.977,26.871,24.806,316.989,756.07,297.58,134760,291.018,10136,0.549,144079.244,18955.921,52403,12,0.535,2026/06/22 14:17:42.940
3864997063.973,22.091,21.781,313.504,756.54,297.58,135580,291.018,10136,0.546,144079.244,18955.921,48736,12,0.535,2026/06/22 14:17:43.923
3864997064.985,28.459,26.426,318.149,756.07,297.59,134063,291.018,10136,0.549,144079.244,18955.921,54300,12,0.535,2026/06/22 14:17:44.940
3864997065.976,25.108,23.619,315.701,755.87,297.58,135113,291.018,10136,0.548,144079.244,18955.921,50977,12,0.535,2026/06/22 14:17:45.940
3864997066.978,24.125,22.934,314.983,755.87,297.58,135265,291.018,10136,0.547,144079.244,18955.921,50125,12,0.535,2026/06/22 14:17:46.940
3864997067.972,30.504,27.985,319.640,755.87,297.58,133463,291.018,10136,0.550,144079.244,18955.921,56078,12,0.535,2026/06/22 14:17:47.923
3864997068.978,24.626,22.923,315.352,756.18,297.58,135269,291.018,10136,0.548,144079.244,18955.921,50076,12,0.535,2026/06/22 14:17:48.940
3864997069.987,25.136,22.371,315.723,756.07,297.58,135304,291.018,10136,0.548,144079.244,18955.921,49258,12,0.535,2026/06/22 14:17:49.956
3864997070.977,25.195,24.029,315.764,755.87,297.59,134779,291.018,10136,0.548,144079.244,18955.921,51430,12,0.535,2026/06/22 14:17:50.940
3864997071.976,29.346,26.044,318.800,756.54,297.59,134103,291.018,10136,0.550,144079.244,18955.921,53709,12,0.535,2026/06/22 14:17:51.940
3864997072.977,22.537,21.253,313.828,756.33,297.58,135837,291.018,10136,0.547,144079.244,18955.921,48031,12,0.535,2026/06/22 14:17:52.939
3864997073.981,29.016,26.650,318.558,756.33,297.58,133903,291.018,10136,0.550,144079.244,18955.921,54509,12,0.535,2026/06/22 14:17:53.941
3864997074.972,26.631,24.552,316.814,756.07,297.58,134560,291.018,10136,0.549,144079.244,18955.921,51983,12,0.535,2026/06/22 14:17:54.938
3864997075.973,26.835,24.178,316.964,756.07,297.58,134891,291.018,10136,0.549,144079.244,18955.921,51562,12,0.535,2026/06/22 14:17:55.939
3864997076.973,28.176,26.607,317.944,756.33,297.59,133996,291.018,10136,0.549,144079.244,18955.921,54554,12,0.535,2026/06/22 14:17:56.939
3864997077.978,31.929,28.424,320.680,755.87,297.59,133381,291.018,10136,0.551,144079.244,18955.921,56538,12,0.535,2026/06/22 14:17:57.939
3864997078.974,24.291,22.794,315.107,756.18,297.59,135259,291.018,10136,0.547,144079.244,18955.921,49912,12,0.535,2026/06/22 14:17:58.939
3864997079.978,28.585,25.343,318.241,756.07,297.58,134249,291.018,10136,0.549,144079.244,18955.921,52832,12,0.535,2026/06/22 14:17:59.942
3864997080.988,32.764,30.351,321.290,755.87,297.58,132679,291.018,10136,0.551,144079.244,18955.921,58850,12,0.535,2026/06/22 14:18:00.952
3864997081.978,27.662,25.133,317.569,756.33,297.58,134269,291.018,10136,0.549,144079.244,18955.921,52618,12,0.535,2026/06/22 14:18:01.941
3864997082.979,26.397,23.695,316.642,755.87,297.58,134743,291.018,10136,0.548,144079.244,18955.921,50847,12,0.535,2026/06/22 14:18:02.941
3864997083.974,22.833,21.048,314.040,755.87,297.58,135784,291.018,10136,0.547,144079.244,18955.921,47689,12,0.535,2026/06/22 14:18:03.939
3864997084.979,21.459,20.289,313.037,755.87,297.58,136006,291.018,10136,0.546,144079.244,18955.921,46764,12,0.535,2026/06/22 14:18:04.941
3864997085.989,25.239,23.260,315.800,756.33,297.58,135070,291.018,10136,0.548,144079.244,18955.921,50442,12,0.535,2026/06/22 14:18:05.939
3864997086.976,26.549,24.355,316.756,756.18,297.58,134667,291.018,10136,0.549,144079.244,18955.921,51751,12,0.535,2026/06/22 14:18:06.945
3864997087.975,30.078,27.948,319.329,755.87,297.58,133791,291.018,10136,0.550,144079.244,18955.921,56200,12,0.535,2026/06/22 14:18:07.938
3864997088.981,26.261,24.183,316.545,756.18,297.58,134834,291.018,10136,0.548,144079.244,18955.921,51592,12,0.535,2026/06/22 14:18:08.943
3864997089.980,24.964,23.082,315.599,756.33,297.61,135297,291.018,10136,0.548,144079.244,18955.921,50291,12,0.535,2026/06/22 14:18:09.942
3864997090.986,23.653,22.494,314.645,756.54,297.58,135448,291.018,10136,0.547,144079.244,18955.921,49602,12,0.535,2026/06/22 14:18:10.940
3864997091.977,23.784,22.549,314.734,755.87,297.58,135355,291.018,10136,0.547,144079.244,18955.921,49630,12,0.535,2026/06/22 14:18:11.939
3864997092.984,27.296,26.121,317.301,756.18,297.58,134263,291.018,10136,0.549,144079.244,18955.921,54045,12,0.535,2026/06/22 14:18:12.945
3864997093.984,23.053,21.330,314.205,756.33,297.58,135657,291.018,10136,0.547,144079.244,18955.921,48042,12,0.535,2026/06/22 14:18:13.939
3864997094.981,28.739,26.477,318.350,755.71,297.57,133981,291.018,10136,0.549,144079.244,18955.921,54313,12,0.535,2026/06/22 14:18:14.940
3864997095.980,31.912,28.873,320.668,755.87,297.58,133208,291.018,10136,0.551,144079.244,18955.921,57095,12,0.535,2026/06/22 14:18:15.939
3864997096.982,26.858,25.194,316.983,756.33,297.58,134442,291.018,10136,0.549,144079.244,18955.921,52835,12,0.535,2026/06/22 14:18:16.939
3864997097.982,26.597,23.368,316.788,755.87,297.59,134963,291.018,10136,0.549,144079.244,18955.921,50448,12,0.535,2026/06/22 14:18:17.942
3864997098.983,23.624,22.172,314.618,755.87,297.58,135448,291.018,10136,0.547,144079.244,18955.921,49133,12,0.535,2026/06/22 14:18:18.942
3864997099.982,27.106,24.522,317.158,755.71,297.58,134537,291.018,10136,0.549,144079.244,18955.921,51891,12,0.535,2026/06/22 14:18:19.939
3864997100.993,24.086,22.818,314.953,755.71,297.59,135409,291.018,10136,0.547,144079.244,18955.921,50012,12,0.535,2026/06/22 14:18:20.954
3864997101.983,23.215,21.447,314.323,756.33,297.58,135700,291.018,10136,0.547,144079.244,18955.921,48214,12,0.535,2026/06/22 14:18:21.938
3864997102.983,37.830,35.391,324.990,756.07,297.58,131061,291.018,10136,0.553,144079.244,18955.921,64565,12,0.535,2026/06/22 14:18:22.938
3864997103.979,83.003,76.450,357.970,756.54,297.58,119355,291.018,10136,0.569,144079.244,18955.921,102423,12,0.535,2026/06/22 14:18:23.938
3864997104.979,108.983,98.694,376.932,756.18,297.59,113464,291.018,10136,0.575,144079.244,18955.921,116996,12,0.535,2026/06/22 14:18:24.938
3864997105.992,113.211,101.949,380.015,755.71,297.58,112689,291.018,10136,0.576,144079.244,18955.921,118816,12,0.535,2026/06/22 14:18:25.938
3864997106.986,121.959,109.963,386.405,756.18,297.58,110865,291.018,10136,0.577,144079.244,18955.921,123399,12,0.535,2026/06/22 14:18:26.945
3864997107.981,125.610,113.636,389.070,756.18,297.58,109939,291.018,10136,0.578,144079.244,18955.921,125327,12,0.535,2026/06/22 14:18:27.940
3864997108.983,127.662,116.489,390.568,756.18,297.58,109474,291.018,10136,0.578,144079.244,18955.921,127217,12,0.535,2026/06/22 14:18:28.943
3864997109.979,122.934,111.866,387.113,755.71,297.59,110484,291.018,10136,0.577,144079.244,18955.921,124699,12,0.535,2026/06/22 14:18:29.938
3864997110.994,138.227,125.837,398.282,756.33,297.58,107469,291.018,10136,0.580,144079.244,18955.921,131744,12,0.535,2026/06/22 14:18:30.954
3864997111.978,128.996,116.768,391.542,756.18,297.58,109322,291.018,10136,0.578,144079.244,18955.921,127047,12,0.535,2026/06/22 14:18:31.936
3864997112.979,124.311,111.134,388.121,756.07,297.59,110374,291.018,10136,0.578,144079.244,18955.921,123570,12,0.535,2026/06/22 14:18:32.938
3864997113.985,126.223,113.443,389.514,755.87,297.59,109977,291.018,10136,0.578,144079.244,18955.921,125054,12,0.535,2026/06/22 14:18:33.938
3864997114.979,122.590,109.801,386.863,755.87,297.58,110582,291.018,10136,0.577,144079.244,18955.921,122796,12,0.535,2026/06/22 14:18:34.938
3864997115.995,127.264,115.428,390.279,756.33,297.58,109545,291.018,10136,0.578,144079.244,18955.921,126329,12,0.535,2026/06/22 14:18:35.954
3864997116.980,122.517,111.419,386.812,756.18,297.58,110718,291.018,10136,0.577,144079.244,18955.921,124597,12,0.535,2026/06/22 14:18:36.937
3864997117.984,135.003,122.053,395.923,755.71,297.57,108221,291.018,10136,0.579,144079.244,18955.921,129684,12,0.535,2026/06/22 14:18:37.937
3864997118.979,127.322,113.706,390.321,756.33,297.58,109770,291.018,10136,0.578,144079.244,18955.921,124866,12,0.535,2026/06/22 14:18:38.937
3864997119.981,129.565,117.553,391.955,755.87,297.58,109186,291.018,10136,0.579,144079.244,18955.921,127545,12,0.535,2026/06/22 14:18:39.938
3864997121.002,129.970,116.363,392.256,756.54,297.58,109029,291.018,10136,0.579,144079.244,18955.921,126115,12,0.535,2026/06/22 14:18:40.954
3864997121.983,127.782,115.728,390.653,755.87,297.58,109353,291.018,10136,0.578,144079.244,18955.921,126297,12,0.535,2026/06/22 14:18:41.938
3864997122.984,123.331,111.886,387.404,755.87,297.58,110564,291.018,10136,0.578,144079.244,18955.921,124732,12,0.535,2026/06/22 14:18:42.938
3864997123.984,122.247,110.275,386.616,756.33,297.58,110616,291.018,10136,0.577,144079.244,18955.921,123382,12,0.535,2026/06/22 14:18:43.937
3864997124.985,133.546,121.865,394.865,756.33,297.58,108471,291.018,10136,0.579,144079.244,18955.921,130105,12,0.535,2026/06/22 14:18:44.943
3864997125.995,113.837,103.023,380.475,756.07,297.58,112352,291.018,10136,0.576,144079.244,18955.921,119462,12,0.535,2026/06/22 14:18:45.954
3864997126.984,124.143,112.673,387.999,756.18,297.58,110416,291.018,10136,0.578,144079.244,18955.921,125197,12,0.535,2026/06/22 14:18:46.937
3864997127.980,119.922,107.881,384.914,755.71,297.58,111261,291.018,10136,0.577,144079.244,18955.921,122116,12,0.535,2026/06/22 14:18:47.936
3864997128.979,126.805,115.093,389.944,756.33,297.58,109812,291.018,10136,0.578,144079.244,18955.921,126396,12,0.535,2026/06/22 14:18:48.937
3864997129.985,124.732,113.597,388.429,756.07,297.58,110212,291.018,10136,0.578,144079.244,18955.921,125774,12,0.535,2026/06/22 14:18:49.937
3864997131.010,133.010,119.842,394.472,756.07,297.58,108411,291.018,10136,0.579,144079.244,18955.921,128175,12,0.535,2026/06/22 14:18:50.954
3864997131.980,129.577,117.704,391.966,756.18,297.58,109004,291.018,10136,0.579,144079.244,18955.921,127480,12,0.535,2026/06/22 14:18:51.937
3864997132.985,131.808,119.786,393.592,755.87,297.58,108651,291.018,10136,0.579,144079.244,18955.921,128649,12,0.535,2026/06/22 14:18:52.942
3864997133.984,125.419,113.793,388.932,756.33,297.58,109858,291.018,10136,0.578,144079.244,18955.921,125430,12,0.535,2026/06/22 14:18:53.943
3864997134.984,135.038,121.707,395.953,756.18,297.58,108160,291.018,10136,0.579,144079.244,18955.921,129271,12,0.535,2026/06/22 14:18:54.939
3864997135.981,129.920,117.025,392.216,756.07,297.58,109269,291.018,10136,0.579,144079.244,18955.921,127051,12,0.535,2026/06/22 14:18:55.937
3864997136.985,136.672,123.380,397.149,756.54,297.58,107807,291.018,10136,0.580,144079.244,18955.921,130125,12,0.535,2026/06/22 14:18:56.940
3864997137.984,129.908,118.349,392.208,756.18,297.58,109224,291.018,10136,0.579,144079.244,18955.921,128306,12,0.535,2026/06/22 14:18:57.937
3864997138.987,131.901,121.331,393.664,756.33,297.58,108624,291.018,10136,0.579,144079.244,18955.921,130109,12,0.535,2026/06/22 14:18:58.942
3864997139.987,128.404,114.389,391.111,756.33,297.59,109357,291.018,10136,0.578,144079.244,18955.921,124857,12,0.535,2026/06/22 14:18:59.944
3864997140.985,135.927,122.949,396.600,756.07,297.58,107891,291.018,10136,0.580,144079.244,18955.921,129963,12,0.535,2026/06/22 14:19:00.932
3864997141.998,143.132,128.556,401.864,756.54,297.58,106666,291.018,10136,0.581,144079.244,18955.921,132303,12,0.535,2026/06/22 14:19:01.953
3864997142.987,133.667,119.734,394.951,756.07,297.58,108391,291.018,10136,0.579,144079.244,18955.921,127913,12,0.535,2026/06/22 14:19:02.936
3864997143.985,138.280,124.409,398.317,755.87,297.58,107539,291.018,10136,0.580,144079.244,18955.921,130450,12,0.535,2026/06/22 14:19:03.944
3864997144.986,121.628,110.207,386.161,755.87,297.58,110609,291.018,10136,0.577,144079.244,18955.921,123424,12,0.535,2026/06/22 14:19:04.941
3864997145.985,124.939,112.459,388.580,756.07,297.58,110166,291.018,10136,0.578,144079.244,18955.921,124541,12,0.535,2026/06/22 14:19:05.937
3864997146.997,131.801,118.899,393.584,755.50,297.58,108805,291.018,10136,0.579,144079.244,18955.921,127963,12,0.535,2026/06/22 14:19:06.957
3864997147.982,129.651,116.966,392.023,756.54,297.58,109116,291.018,10136,0.579,144079.244,18955.921,126872,12,0.535,2026/06/22 14:19:07.936
3864997148.984,123.007,111.212,387.170,756.18,297.58,110359,291.018,10136,0.577,144079.244,18955.921,123888,12,0.535,2026/06/22 14:19:08.936
3864997149.982,121.114,108.863,385.787,756.07,297.59,110799,291.018,10136,0.577,144079.244,18955.921,122376,12,0.535,2026/06/22 14:19:09.941
3864997150.984,141.369,128.222,400.574,756.18,297.59,106772,291.018,10136,0.580,144079.244,18955.921,132489,12,0.535,2026/06/22 14:19:10.936
3864997151.998,190.493,173.587,436.434,756.07,297.58,98063,291.018,10136,0.584,144079.244,18955.921,148878,12,0.535,2026/06/22 14:19:11.952
3864997152.983,214.471,195.585,453.939,756.18,297.58,94372,291.018,10136,0.585,144079.244,18955.921,154204,12,0.535,2026/06/22 14:19:12.940
3864997153.983,234.128,214.060,468.288,756.18,297.58,91389,291.018,10136,0.585,144079.244,18955.921,157566,12,0.535,2026/06/22 14:19:13.936
3864997154.982,226.236,205.041,462.526,756.07,297.58,92539,291.018,10136,0.585,144079.244,18955.921,155137,12,0.535,2026/06/22 14:19:14.935
3864997155.978,228.261,205.884,464.010,756.69,297.58,92383,291.018,10136,0.585,144079.244,18955.921,154974,12,0.535,2026/06/22 14:19:15.938
3864997156.995,240.419,216.797,472.882,756.33,297.58,90537,291.018,10136,0.584,144079.244,18955.921,156399,12,0.535,2026/06/22 14:19:16.954
3864997157.981,241.705,218.143,473.822,756.54,297.59,90493,291.018,10136,0.584,144079.244,18955.921,156919,12,0.535,2026/06/22 14:19:17.936
3864997158.981,238.802,216.328,471.700,756.18,297.58,90731,291.018,10136,0.584,144079.244,18955.921,156819,12,0.535,2026/06/22 14:19:18.936
3864997159.977,242.549,219.860,474.433,755.87,297.59,90253,291.018,10136,0.584,144079.244,18955.921,157455,12,0.535,2026/06/22 14:19:19.939
3864997160.982,241.413,218.747,473.604,755.87,297.57,90458,291.018,10136,0.584,144079.244,18955.921,157342,12,0.535,2026/06/22 14:19:20.936
3864997161.980,238.831,216.179,471.721,756.18,297.58,90846,291.018,10136,0.584,144079.244,18955.921,156908,12,0.535,2026/06/22 14:19:21.942
3864997162.982,240.736,216.268,473.111,756.07,297.58,90613,291.018,10136,0.584,144079.244,18955.921,156088,12,0.535,2026/06/22 14:19:22.935
3864997163.982,240.066,217.883,472.622,756.07,297.59,90696,291.018,10136,0.584,144079.244,18955.921,157506,12,0.535,2026/06/22 14:19:23.935
3864997164.981,253.071,227.875,482.114,755.87,297.59,88795,291.018,10136,0.584,144079.244,18955.921,157583,12,0.535,2026/06/22 14:19:24.936
3864997165.980,251.926,226.135,481.280,756.18,297.59,88921,291.018,10136,0.584,144079.244,18955.921,156951,12,0.535,2026/06/22 14:19:25.935
3864997166.981,262.769,236.838,489.192,755.71,297.58,87677,291.018,10136,0.583,144079.244,18955.921,158922,12,0.535,2026/06/22 14:19:26.944
3864997167.989,241.801,219.591,473.889,756.07,297.58,90234,291.018,10136,0.584,144079.244,18955.921,157429,12,0.535,2026/06/22 14:19:27.954
3864997168.981,237.169,215.313,470.508,756.18,297.58,91110,291.018,10136,0.585,144079.244,18955.921,157186,12,0.535,2026/06/22 14:19:28.939
3864997169.982,245.999,221.616,476.957,756.54,297.58,89769,291.018,10136,0.584,144079.244,18955.921,156927,12,0.535,2026/06/22 14:19:29.940
3864997170.980,248.084,225.575,478.476,756.18,297.58,89503,291.018,10136,0.584,144079.244,18955.921,158581,12,0.535,2026/06/22 14:19:30.942
3864997171.979,265.343,239.224,491.075,756.07,297.58,87362,291.018,10136,0.583,144079.244,18955.921,159212,12,0.535,2026/06/22 14:19:31.935
3864997172.990,258.765,234.286,486.272,756.07,297.58,88243,291.018,10136,0.584,144079.244,18955.921,159328,12,0.535,2026/06/22 14:19:32.952
3864997173.980,249.576,224.606,479.569,756.54,297.58,89291,291.018,10136,0.584,144079.244,18955.921,157184,12,0.535,2026/06/22 14:19:33.940
3864997174.976,241.339,219.637,473.551,756.07,297.58,90451,291.018,10136,0.584,144079.244,18955.921,157956,12,0.535,2026/06/22 14:19:34.941
3864997175.974,232.604,210.303,467.176,756.18,297.59,91577,291.018,10136,0.585,144079.244,18955.921,155646,12,0.535,2026/06/22 14:19:35.935
3864997176.978,247.561,224.167,478.096,756.33,297.57,89623,291.018,10136,0.584,144079.244,18955.921,157986,12,0.535,2026/06/22 14:19:36.942
3864997177.989,231.091,207.397,466.072,756.33,297.58,91958,291.018,10136,0.585,144079.244,18955.921,154626,12,0.535,2026/06/22 14:19:37.951
3864997178.978,241.767,218.386,473.866,756.33,297.58,90532,291.018,10136,0.584,144079.244,18955.921,157136,12,0.535,2026/06/22 14:19:38.938
3864997179.977,242.200,218.501,474.179,756.07,297.59,90461,291.018,10136,0.584,144079.244,18955.921,156981,12,0.535,2026/06/22 14:19:39.940
3864997180.979,247.919,225.343,478.355,756.07,297.58,89500,291.018,10136,0.584,144079.244,18955.921,158463,12,0.535,2026/06/22 14:19:40.934
3864997181.977,255.168,228.780,483.646,756.07,297.58,88692,291.018,10136,0.584,144079.244,18955.921,157464,12,0.535,2026/06/22 14:19:41.935
3864997182.977,242.132,218.526,474.131,756.18,297.58,90404,291.018,10136,0.584,144079.244,18955.921,156917,12,0.535,2026/06/22 14:19:42.941
