% CAPS-DAQ Version = 1.8.10
% CAPS software (c) Aerodyne Research, Inc.
% version: 0.10.10
% os: 3.10.17-1.0.0-technologic+g86f7675
% Serial Number: 225001
% Auto. Baseline  is   Off
% Auto. Baseline Interval = 0 HOURS 15 MINUTES
% Autosave  is   On
% Autosave Interval = 00 HOURS 01 MINUTES , starting 00 HOURS 01 MINUTES
% Divisors :  588 589 692664 294
% Mean Frequency = 16992.4
% IF Frequency = 28.874
% Exact Sample Time = .90
%             0            0           82            1
%           742           17           15           10
%            40            3            5            3
%           188          131           99          700
%             0           77   1.4100e+01          100
%    5.0000e+00            0            0            0
%    7.9000e-01   3.6781e+02   0.0000e+00   1.2799e+01
%             0          111           25       225001
%    1.3147e+05            0   0.0000e+00   2.2913e+05
%    3.8061e+02   1.0000e+00           16         DHCP
%    10.80.0.47  caps-225001            0            0
%             0   2.9962e+05   7.5672e+02   1.1017e+00
%    0.0000e+00   0.0000e+00   0.0000e+00         2000
%           -20          588           17            5
%             0            0          156           13
%             0          294   1.9200e+00   5.2500e+00
%             1 2018-6-27_at_13:09   9.7141e-01 2018-6-27_at_13:05
%    2.0616e+00   2017-09-01  -1.0972e+01  01-Jan-1970
%   -1.1177e-35  08-Mar-2016  -3.6882e-22  01-Jan-1970
%    0.0000e+00   1.0000e+00   0.0000e+00   9.6000e-01
%             0            0
IgorTime,Extinction,Loss,Pressure,Temperature,Signal,Span,Status,LastBaseline,Timestamp
3831979890.090,524.098,797.819,756.31,300.22,62883,0.79,10125,371.015,2025/06/05 14:51:31.371
3831979891.090,526.900,800.034,756.31,300.21,62611,0.79,10125,371.015,2025/06/05 14:51:32.375
3831979892.091,537.409,808.348,757.09,300.22,62076,0.79,10125,371.015,2025/06/05 14:51:33.377
3831979893.089,546.512,815.539,757.09,300.22,61323,0.79,10125,371.015,2025/06/05 14:51:34.363
3831979894.089,534.665,806.168,756.31,300.22,61938,0.79,10125,371.015,2025/06/05 14:51:35.368
3831979895.091,534.840,806.310,756.62,300.22,61962,0.79,10125,371.015,2025/06/05 14:51:36.380
3831979896.090,518.060,793.057,756.73,300.22,62967,0.79,10125,371.015,2025/06/05 14:51:37.387
3831979897.088,527.370,800.422,757.40,300.23,62450,0.79,10125,371.015,2025/06/05 14:51:38.376
3831979898.089,571.864,835.561,756.73,300.22,59682,0.79,10125,371.015,2025/06/05 14:51:39.378
3831979899.090,604.281,861.177,757.09,300.22,58229,0.79,10125,371.015,2025/06/05 14:51:40.378
3831979900.090,630.897,882.198,756.73,300.22,56785,0.79,10125,371.015,2025/06/05 14:51:41.366
3831979901.090,632.673,883.606,757.09,300.23,56550,0.79,10125,371.015,2025/06/05 14:51:42.383
3831979902.090,643.825,892.413,756.88,300.22,56202,0.79,10125,371.015,2025/06/05 14:51:43.369
3831979903.090,645.579,893.800,756.88,300.21,56233,0.79,10125,371.015,2025/06/05 14:51:44.372
3831979904.089,659.230,904.583,756.88,300.22,55832,0.79,10125,371.015,2025/06/05 14:51:45.372
3831979905.089,656.074,902.085,756.62,300.23,55482,0.79,10125,371.015,2025/06/05 14:51:46.377
3831979906.089,643.395,892.077,757.09,300.22,56250,0.79,10125,371.015,2025/06/05 14:51:47.383
3831979907.090,617.097,871.297,756.88,300.23,57146,0.79,10125,371.015,2025/06/05 14:51:48.383
3831979908.090,640.094,889.466,756.88,300.22,56650,0.79,10125,371.015,2025/06/05 14:51:49.375
3831979909.092,641.407,890.503,756.88,300.23,56348,0.79,10125,371.015,2025/06/05 14:51:50.381
3831979910.090,662.378,907.070,756.88,300.22,54971,0.79,10125,371.015,2025/06/05 14:51:51.368
3831979911.089,662.208,906.931,756.62,300.23,55270,0.79,10125,371.015,2025/06/05 14:51:52.388
3831979912.093,628.965,880.669,756.62,300.23,57073,0.79,10125,371.015,2025/06/05 14:51:53.374
3831979913.096,646.601,894.602,756.62,300.22,56051,0.79,10125,371.015,2025/06/05 14:51:54.382
3831979914.092,652.327,899.135,757.19,300.22,56021,0.79,10125,371.015,2025/06/05 14:51:55.372
3831979915.089,626.288,878.551,756.42,300.22,57172,0.79,10125,371.015,2025/06/05 14:51:56.374
3831979916.089,630.439,881.833,756.62,300.24,56685,0.79,10125,371.015,2025/06/05 14:51:57.392
3831979917.090,646.354,894.407,756.73,300.24,56043,0.79,10125,371.015,2025/06/05 14:51:58.378
3831979918.090,640.432,889.732,756.88,300.23,56393,0.79,10125,371.015,2025/06/05 14:51:59.381
3831979919.090,648.934,896.444,756.62,300.23,56063,0.79,10125,371.015,2025/06/05 14:52:00.385
3831979920.090,660.045,905.222,756.62,300.23,55684,0.79,10125,371.015,2025/06/05 14:52:01.382
3831979921.089,634.118,884.740,756.62,300.23,56703,0.79,10125,371.015,2025/06/05 14:52:02.385
3831979922.089,623.016,875.974,756.88,300.23,57394,0.79,10125,371.015,2025/06/05 14:52:03.382
3831979923.090,621.279,874.599,756.73,300.22,57489,0.79,10125,371.015,2025/06/05 14:52:04.383
3831979924.090,624.813,877.393,756.88,300.23,57318,0.79,10125,371.015,2025/06/05 14:52:05.384
3831979925.090,628.568,880.360,756.88,300.23,56742,0.79,10125,371.015,2025/06/05 14:52:06.386
3831979926.089,648.476,896.082,756.62,300.23,56140,0.79,10125,371.015,2025/06/05 14:52:07.389
3831979927.089,645.131,893.440,756.62,300.23,56488,0.79,10125,371.015,2025/06/05 14:52:08.379
3831979928.089,617.874,871.912,756.88,300.22,57269,0.79,10125,371.015,2025/06/05 14:52:09.379
3831979929.092,623.431,876.302,756.88,300.23,57152,0.79,10125,371.015,2025/06/05 14:52:10.382
3831979930.092,647.650,895.435,756.88,300.23,56147,0.79,10125,371.015,2025/06/05 14:52:11.386
3831979931.089,651.215,898.248,756.73,300.23,56039,0.79,10125,371.015,2025/06/05 14:52:12.397
3831979932.089,633.267,884.067,756.62,300.24,56532,0.79,10125,371.015,2025/06/05 14:52:13.376
3831979933.089,642.148,891.083,756.62,300.24,56117,0.79,10125,371.015,2025/06/05 14:52:14.381
3831979934.089,680.944,921.733,756.73,300.24,54656,0.79,10125,371.015,2025/06/05 14:52:15.383
3831979935.089,660.152,905.308,756.73,300.24,55238,0.79,10125,371.015,2025/06/05 14:52:16.382
3831979936.089,660.053,905.223,756.31,300.24,55160,0.79,10125,371.015,2025/06/05 14:52:17.387
3831979937.089,639.899,889.308,756.73,300.24,56390,0.79,10125,371.015,2025/06/05 14:52:18.372
3831979938.090,654.315,900.692,756.42,300.23,55535,0.79,10125,371.015,2025/06/05 14:52:19.390
3831979939.089,648.229,895.895,757.09,300.23,55767,0.79,10125,371.015,2025/06/05 14:52:20.386
3831979940.093,650.223,897.457,756.31,300.25,56101,0.79,10125,371.015,2025/06/05 14:52:21.379
3831979941.090,653.949,900.411,756.88,300.23,55932,0.79,10125,371.015,2025/06/05 14:52:22.395
3831979942.090,651.246,898.279,757.09,300.24,55515,0.79,10125,371.015,2025/06/05 14:52:23.385
3831979943.090,652.258,899.075,756.88,300.24,55967,0.79,10125,371.015,2025/06/05 14:52:24.377
3831979944.090,649.050,896.536,756.62,300.24,56106,0.79,10125,371.015,2025/06/05 14:52:25.382
3831979945.089,650.304,897.531,756.88,300.24,55835,0.79,10125,371.015,2025/06/05 14:52:26.386
3831979946.092,650.847,897.963,757.09,300.24,56239,0.79,10125,371.015,2025/06/05 14:52:27.389
3831979947.094,634.509,885.058,757.19,300.24,56675,0.79,10125,371.015,2025/06/05 14:52:28.393
3831979948.090,640.991,890.171,756.73,300.24,56568,0.79,10125,371.015,2025/06/05 14:52:29.382
3831979949.090,649.315,896.742,756.42,300.24,55716,0.79,10125,371.015,2025/06/05 14:52:30.389
3831979950.089,635.195,885.592,756.73,300.24,56532,0.79,10125,371.015,2025/06/05 14:52:31.381
3831979951.092,655.987,902.018,756.73,300.25,55646,0.79,10125,371.015,2025/06/05 14:52:32.401
3831979952.089,634.895,885.355,756.73,300.24,56341,0.79,10125,371.015,2025/06/05 14:52:33.390
3831979953.089,636.465,886.598,756.88,300.24,56636,0.79,10125,371.015,2025/06/05 14:52:34.381
3831979954.089,628.930,880.641,756.62,300.24,57065,0.79,10125,371.015,2025/06/05 14:52:35.386
3831979955.089,674.488,916.633,756.73,300.24,54765,0.79,10125,371.015,2025/06/05 14:52:36.378
3831979956.089,702.661,938.888,756.62,300.24,53337,0.79,10125,371.015,2025/06/05 14:52:37.398
3831979957.089,733.629,963.344,756.16,300.25,52280,0.79,10125,371.015,2025/06/05 14:52:38.383
3831979958.089,742.306,970.204,756.42,300.24,51878,0.79,10125,371.015,2025/06/05 14:52:39.383
3831979959.090,742.786,970.587,756.62,300.24,51767,0.79,10125,371.015,2025/06/05 14:52:40.388
3831979960.089,756.761,981.627,756.62,300.24,51517,0.79,10125,371.015,2025/06/05 14:52:41.389
3831979961.089,753.253,978.861,756.88,300.24,51566,0.79,10125,371.015,2025/06/05 14:52:42.396
3831979962.090,777.899,998.323,756.42,300.25,50448,0.79,10125,371.015,2025/06/05 14:52:43.387
3831979963.092,755.517,980.657,757.40,300.25,51144,0.79,10125,371.015,2025/06/05 14:52:44.390
3831979964.092,755.967,981.010,757.19,300.25,50906,0.79,10125,371.015,2025/06/05 14:52:45.393
3831979965.089,761.673,985.505,756.42,300.23,51299,0.79,10125,371.015,2025/06/05 14:52:46.394
3831979966.089,743.407,971.075,756.42,300.24,51772,0.79,10125,371.015,2025/06/05 14:52:47.398
3831979967.090,727.975,958.894,757.09,300.24,52369,0.79,10125,371.015,2025/06/05 14:52:48.384
3831979968.090,753.979,979.437,757.09,300.25,51196,0.79,10125,371.015,2025/06/05 14:52:49.388
3831979969.090,763.931,987.291,756.62,300.25,50672,0.79,10125,371.015,2025/06/05 14:52:50.394
3831979970.091,769.786,991.921,756.88,300.24,50840,0.79,10125,371.015,2025/06/05 14:52:51.396
3831979971.093,763.712,987.126,757.09,300.25,50822,0.79,10125,371.015,2025/06/05 14:52:52.397
3831979972.090,747.830,974.575,756.88,300.25,51455,0.79,10125,371.015,2025/06/05 14:52:53.382
3831979973.090,745.372,972.632,756.73,300.24,51636,0.79,10125,371.015,2025/06/05 14:52:54.386
3831979974.091,782.032,1001.587,756.31,300.24,50488,0.79,10125,371.015,2025/06/05 14:52:55.394
3831979975.090,773.077,994.513,756.42,300.25,50534,0.79,10125,371.015,2025/06/05 14:52:56.383
3831979976.089,772.252,993.870,756.88,300.24,50560,0.79,10125,371.015,2025/06/05 14:52:57.394
3831979977.090,776.742,997.415,756.88,300.26,50361,0.79,10125,371.015,2025/06/05 14:52:58.397
3831979978.090,765.313,988.385,756.73,300.24,51052,0.79,10125,371.015,2025/06/05 14:52:59.398
3831979979.093,759.592,983.865,756.73,300.24,50751,0.79,10125,371.015,2025/06/05 14:53:00.388
3831979980.095,777.925,998.355,757.09,300.25,50733,0.79,10125,371.015,2025/06/05 14:53:01.401
3831979981.090,764.134,987.461,757.19,300.25,50708,0.79,10125,371.015,2025/06/05 14:53:02.413
3831979982.090,776.272,997.040,756.62,300.25,50415,0.79,10125,371.015,2025/06/05 14:53:03.391
3831979983.092,766.243,989.113,756.31,300.25,50340,0.79,10125,371.015,2025/06/05 14:53:04.393
3831979984.090,755.133,980.338,756.42,300.24,51286,0.79,10125,371.015,2025/06/05 14:53:05.396
3831979985.089,748.451,975.070,757.09,300.25,51618,0.79,10125,371.015,2025/06/05 14:53:06.398
3831979986.090,749.093,975.574,756.88,300.25,51534,0.79,10125,371.015,2025/06/05 14:53:07.402
3831979987.094,755.408,980.560,756.73,300.25,51538,0.79,10125,371.015,2025/06/05 14:53:08.402
3831979988.091,760.146,984.303,756.73,300.25,51099,0.79,10125,371.015,2025/06/05 14:53:09.399
3831979989.090,777.899,998.335,757.19,300.25,50613,0.79,10125,371.015,2025/06/05 14:53:10.396
3831979990.090,772.503,994.072,757.19,300.25,50302,0.79,10125,371.015,2025/06/05 14:53:11.396
3831979991.094,779.178,999.338,756.73,300.25,50538,0.79,10125,371.015,2025/06/05 14:53:12.411
3831979992.092,753.018,978.670,756.62,300.25,51350,0.79,10125,371.015,2025/06/05 14:53:13.391
3831979993.093,774.646,995.758,756.73,300.25,50594,0.79,10125,371.015,2025/06/05 14:53:14.389
3831979994.091,767.358,990.007,757.09,300.24,50762,0.79,10125,371.015,2025/06/05 14:53:15.402
3831979995.095,774.053,995.292,756.88,300.25,50592,0.79,10125,371.015,2025/06/05 14:53:16.404
3831979996.097,787.544,1005.948,756.73,300.24,50052,0.79,10125,371.015,2025/06/05 14:53:17.402
3831979997.092,759.879,984.092,756.73,300.25,51012,0.79,10125,371.015,2025/06/05 14:53:18.405
3831979998.091,772.477,994.057,757.50,300.25,50720,0.79,10125,371.015,2025/06/05 14:53:19.399
3831979999.092,782.607,1002.053,757.09,300.25,50304,0.79,10125,371.015,2025/06/05 14:53:20.393
3831980000.092,772.194,993.819,756.62,300.25,50318,0.79,10125,371.015,2025/06/05 14:53:21.394
3831980001.090,778.456,998.770,756.88,300.25,50303,0.79,10125,371.015,2025/06/05 14:53:22.408
3831980002.090,802.697,1017.925,757.09,300.25,49368,0.79,10125,371.015,2025/06/05 14:53:23.394
3831980003.090,791.989,1009.459,756.73,300.25,49812,0.79,10125,371.015,2025/06/05 14:53:24.395
3831980004.090,769.343,991.568,756.73,300.25,50674,0.79,10125,371.015,2025/06/05 14:53:25.391
3831980005.091,754.186,979.595,756.73,300.25,51377,0.79,10125,371.015,2025/06/05 14:53:26.401
3831980006.094,764.226,987.534,757.19,300.25,51023,0.79,10125,371.015,2025/06/05 14:53:27.401
3831980007.091,758.453,982.965,756.73,300.25,51252,0.79,10125,371.015,2025/06/05 14:53:28.399
3831980008.092,743.605,971.226,756.16,300.25,51677,0.79,10125,371.015,2025/06/05 14:53:29.396
3831980009.091,772.894,994.372,756.62,300.25,50777,0.79,10125,371.015,2025/06/05 14:53:30.393
3831980010.090,778.597,998.879,756.73,300.24,50034,0.79,10125,371.015,2025/06/05 14:53:31.393
3831980011.093,759.458,983.762,756.88,300.25,50875,0.79,10125,371.015,2025/06/05 14:53:32.409
3831980012.094,768.968,991.267,756.42,300.24,50853,0.79,10125,371.015,2025/06/05 14:53:33.406
3831980013.095,773.998,995.246,756.73,300.25,50681,0.79,10125,371.015,2025/06/05 14:53:34.405
3831980014.091,795.890,1012.541,756.73,300.24,49450,0.79,10125,371.015,2025/06/05 14:53:35.406
3831980015.092,840.001,1047.387,756.62,300.25,47904,0.79,10125,371.015,2025/06/05 14:53:36.404
3831980016.091,877.271,1076.825,756.31,300.25,46535,0.79,10125,371.015,2025/06/05 14:53:37.413
3831980017.091,859.321,1062.651,756.73,300.25,47429,0.79,10125,371.015,2025/06/05 14:53:38.406
3831980018.090,843.146,1049.875,756.88,300.25,47444,0.79,10125,371.015,2025/06/05 14:53:39.405
3831980019.090,874.875,1074.942,756.88,300.25,46665,0.79,10125,371.015,2025/06/05 14:53:40.401
3831980020.091,896.073,1091.685,756.73,300.25,46351,0.79,10125,371.015,2025/06/05 14:53:41.398
3831980021.093,863.285,1065.781,756.62,300.25,47032,0.79,10125,371.015,2025/06/05 14:53:42.413
3831980022.090,861.192,1064.141,757.40,300.25,46903,0.79,10125,371.015,2025/06/05 14:53:43.398
3831980023.089,885.167,1083.075,757.09,300.25,46245,0.79,10125,371.015,2025/06/05 14:53:44.396
3831980024.091,905.014,1098.751,756.88,300.25,45964,0.79,10125,371.015,2025/06/05 14:53:45.398
3831980025.090,896.694,1092.176,756.73,300.25,45910,0.79,10125,371.015,2025/06/05 14:53:46.399
3831980026.093,892.261,1088.680,757.09,300.25,45955,0.79,10125,371.015,2025/06/05 14:53:47.406
3831980027.089,877.982,1077.396,756.88,300.25,46753,0.79,10125,371.015,2025/06/05 14:53:48.404
3831980028.093,865.636,1067.638,756.62,300.25,47022,0.79,10125,371.015,2025/06/05 14:53:49.409
3831980029.093,868.490,1069.908,757.50,300.25,46869,0.79,10125,371.015,2025/06/05 14:53:50.408
3831980030.091,896.590,1092.096,756.88,300.25,46401,0.79,10125,371.015,2025/06/05 14:53:51.411
3831980031.093,875.723,1075.615,757.09,300.25,46840,0.79,10125,371.015,2025/06/05 14:53:52.410
3831980032.090,858.957,1062.354,756.16,300.25,47417,0.79,10125,371.015,2025/06/05 14:53:53.402
3831980033.089,866.805,1068.566,756.88,300.25,47096,0.79,10125,371.015,2025/06/05 14:53:54.392
3831980034.089,874.700,1074.806,757.09,300.25,46386,0.79,10125,371.015,2025/06/05 14:53:55.404
3831980035.090,896.458,1091.988,756.62,300.25,46075,0.79,10125,371.015,2025/06/05 14:53:56.405
3831980036.094,903.218,1097.330,756.73,300.25,45802,0.79,10125,371.015,2025/06/05 14:53:57.417
3831980037.090,889.618,1086.594,757.19,300.25,46313,0.79,10125,371.015,2025/06/05 14:53:58.406
3831980038.091,872.568,1073.114,756.62,300.25,46860,0.79,10125,371.015,2025/06/05 14:53:59.409
3831980039.091,894.707,1090.599,756.31,300.25,46433,0.79,10125,371.015,2025/06/05 14:54:00.404
3831980040.091,879.299,1078.432,756.62,300.25,46620,0.79,10125,371.015,2025/06/05 14:54:01.409
3831980041.093,891.093,1087.753,756.88,300.25,46091,0.79,10125,371.015,2025/06/05 14:54:02.421
3831980042.091,886.951,1084.479,756.73,300.25,46159,0.79,10125,371.015,2025/06/05 14:54:03.398
3831980043.090,874.961,1075.005,756.62,300.25,46418,0.79,10125,371.015,2025/06/05 14:54:04.397
3831980044.090,849.600,1054.971,756.73,300.25,47439,0.79,10125,371.015,2025/06/05 14:54:05.395
3831980045.093,877.656,1077.139,756.88,300.25,46570,0.79,10125,371.015,2025/06/05 14:54:06.406
3831980046.091,876.213,1076.002,757.09,300.25,46620,0.79,10125,371.015,2025/06/05 14:54:07.419
3831980047.089,892.982,1089.241,756.62,300.25,46521,0.79,10125,371.015,2025/06/05 14:54:08.397
3831980048.089,916.704,1107.981,756.62,300.25,45616,0.79,10125,371.015,2025/06/05 14:54:09.408
3831980049.089,870.306,1071.322,756.31,300.26,46607,0.79,10125,371.015,2025/06/05 14:54:10.408
3831980050.089,879.557,1078.640,756.88,300.25,46615,0.79,10125,371.015,2025/06/05 14:54:11.407
3831980051.089,912.800,1104.899,756.73,300.26,45726,0.79,10125,371.015,2025/06/05 14:54:12.421
3831980052.089,910.131,1102.793,756.88,300.26,45707,0.79,10125,371.015,2025/06/05 14:54:13.400
3831980053.089,907.499,1100.710,756.62,300.25,45734,0.79,10125,371.015,2025/06/05 14:54:14.401
3831980054.089,886.082,1083.799,757.09,300.25,46301,0.79,10125,371.015,2025/06/05 14:54:15.409
3831980055.092,870.322,1071.336,756.42,300.25,46654,0.79,10125,371.015,2025/06/05 14:54:16.411
3831980056.090,880.396,1079.291,756.16,300.25,46404,0.79,10125,371.015,2025/06/05 14:54:17.421
3831980057.089,873.766,1074.065,756.88,300.25,46575,0.79,10125,371.015,2025/06/05 14:54:18.396
3831980058.091,880.534,1079.408,756.62,300.25,46600,0.79,10125,371.015,2025/06/05 14:54:19.406
3831980059.091,863.564,1066.003,756.73,300.25,46840,0.79,10125,371.015,2025/06/05 14:54:20.408
3831980060.090,910.985,1103.456,756.16,300.25,45693,0.79,10125,371.015,2025/06/05 14:54:21.408
3831980061.094,948.637,1133.209,756.62,300.25,44311,0.79,10125,371.015,2025/06/05 14:54:22.418
3831980062.093,954.240,1137.645,757.19,300.25,43768,0.79,10125,371.015,2025/06/05 14:54:23.405
3831980063.093,1026.293,1194.554,756.42,300.25,42178,0.79,10125,371.015,2025/06/05 14:54:24.415
3831980064.091,1032.667,1199.588,756.31,300.24,41886,0.79,10125,371.015,2025/06/05 14:54:25.416
3831980065.091,1049.015,1212.512,756.88,300.25,41842,0.79,10125,371.015,2025/06/05 14:54:26.399
3831980066.094,1009.491,1181.280,756.42,300.25,42866,0.79,10125,371.015,2025/06/05 14:54:27.423
3831980067.092,981.151,1158.890,756.31,300.25,43737,0.79,10125,371.015,2025/06/05 14:54:28.412
3831980068.092,1023.254,1192.157,756.62,300.25,42372,0.79,10125,371.015,2025/06/05 14:54:29.408
3831980069.092,1018.868,1188.699,757.09,300.25,42025,0.79,10125,371.015,2025/06/05 14:54:30.405
3831980070.092,1048.241,1211.906,757.19,300.25,41763,0.79,10125,371.015,2025/06/05 14:54:31.408
3831980071.093,1029.835,1197.350,756.31,300.25,42013,0.79,10125,371.015,2025/06/05 14:54:32.424
3831980072.092,1037.086,1203.083,756.62,300.25,41711,0.79,10125,371.015,2025/06/05 14:54:33.409
3831980073.092,1020.349,1189.863,756.73,300.25,42158,0.79,10125,371.015,2025/06/05 14:54:34.407
3831980074.091,1005.055,1177.784,756.88,300.25,42610,0.79,10125,371.015,2025/06/05 14:54:35.407
3831980075.092,984.933,1161.884,756.73,300.25,43179,0.79,10125,371.015,2025/06/05 14:54:36.414
3831980076.093,1020.140,1189.704,757.09,300.25,42260,0.79,10125,371.015,2025/06/05 14:54:37.417
3831980077.089,1001.601,1175.064,757.40,300.25,42727,0.79,10125,371.015,2025/06/05 14:54:38.416
3831980078.090,1016.385,1186.725,756.31,300.25,42615,0.79,10125,371.015,2025/06/05 14:54:39.410
3831980079.093,1003.326,1176.415,756.73,300.25,42867,0.79,10125,371.015,2025/06/05 14:54:40.406
3831980080.091,970.309,1150.339,757.19,300.25,43717,0.79,10125,371.015,2025/06/05 14:54:41.416
3831980081.093,987.516,1163.928,756.88,300.25,43048,0.79,10125,371.015,2025/06/05 14:54:42.424
3831980082.089,1013.134,1184.169,757.09,300.25,42566,0.79,10125,371.015,2025/06/05 14:54:43.409
3831980083.089,1009.583,1181.358,756.73,300.25,42651,0.79,10125,371.015,2025/06/05 14:54:44.408
3831980084.089,1017.101,1187.305,757.19,300.24,42519,0.79,10125,371.015,2025/06/05 14:54:45.407
3831980085.090,1032.044,1199.115,757.50,300.25,42239,0.79,10125,371.015,2025/06/05 14:54:46.413
3831980086.094,1034.956,1201.401,756.62,300.25,41979,0.79,10125,371.015,2025/06/05 14:54:47.423
3831980087.090,1033.603,1200.329,756.42,300.25,41774,0.79,10125,371.015,2025/06/05 14:54:48.414
3831980088.095,1006.301,1178.768,756.88,300.25,42381,0.79,10125,371.015,2025/06/05 14:54:49.413
3831980089.095,999.212,1173.165,756.73,300.25,42709,0.79,10125,371.015,2025/06/05 14:54:50.421
3831980090.091,999.672,1173.531,756.88,300.26,42932,0.79,10125,371.015,2025/06/05 14:54:51.416
3831980091.093,982.060,1159.617,756.88,300.27,43351,0.79,10125,371.015,2025/06/05 14:54:52.424
3831980092.090,999.959,1173.750,756.42,300.25,43007,0.79,10125,371.015,2025/06/05 14:54:53.417
3831980093.089,1009.250,1181.097,756.88,300.25,42466,0.79,10125,371.015,2025/06/05 14:54:54.415
3831980094.090,1008.326,1180.360,756.42,300.25,42802,0.79,10125,371.015,2025/06/05 14:54:55.417
3831980095.093,1025.943,1194.275,756.31,300.26,42382,0.79,10125,371.015,2025/06/05 14:54:56.407
3831980096.096,1033.947,1200.600,756.42,300.25,42118,0.79,10125,371.015,2025/06/05 14:54:57.430
3831980097.091,1025.661,1194.054,756.42,300.25,42032,0.79,10125,371.015,2025/06/05 14:54:58.406
3831980098.092,1043.583,1208.221,756.88,300.25,41697,0.79,10125,371.015,2025/06/05 14:54:59.417
3831980099.094,997.049,1171.456,756.73,300.25,42655,0.79,10125,371.015,2025/06/05 14:55:00.412
3831980100.091,998.487,1172.595,756.88,300.25,42665,0.79,10125,371.015,2025/06/05 14:55:01.413
3831980101.093,1021.183,1190.529,757.09,300.25,42497,0.79,10125,371.015,2025/06/05 14:55:02.427
3831980102.089,1034.460,1201.009,756.62,300.25,42009,0.79,10125,371.015,2025/06/05 14:55:03.404
3831980103.090,1015.969,1186.398,756.42,300.25,42364,0.79,10125,371.015,2025/06/05 14:55:04.404
3831980104.091,1003.534,1176.582,756.88,300.25,42839,0.79,10125,371.015,2025/06/05 14:55:05.404
3831980105.092,1016.103,1186.512,756.88,300.25,42437,0.79,10125,371.015,2025/06/05 14:55:06.412
3831980106.091,1068.153,1227.629,756.73,300.25,41311,0.79,10125,371.015,2025/06/05 14:55:07.432
3831980107.091,1083.038,1239.387,756.73,300.25,40372,0.79,10125,371.015,2025/06/05 14:55:08.411
3831980108.091,1111.209,1261.649,757.09,300.25,39840,0.79,10125,371.015,2025/06/05 14:55:09.411
3831980109.091,1147.644,1290.434,757.19,300.25,39247,0.79,10125,371.015,2025/06/05 14:55:10.412
3831980110.092,1164.107,1303.425,756.31,300.25,38687,0.79,10125,371.015,2025/06/05 14:55:11.418
3831980111.090,1158.097,1298.684,756.73,300.25,38781,0.79,10125,371.015,2025/06/05 14:55:12.420
3831980112.094,1125.948,1273.294,757.19,300.25,39203,0.79,10125,371.015,2025/06/05 14:55:13.420
3831980113.095,1192.716,1326.036,756.88,300.25,38132,0.79,10125,371.015,2025/06/05 14:55:14.424
3831980114.090,1191.088,1324.753,757.09,300.25,37901,0.79,10125,371.015,2025/06/05 14:55:15.420
3831980115.090,1179.672,1315.734,757.09,300.25,38583,0.79,10125,371.015,2025/06/05 14:55:16.405
3831980116.090,1165.563,1304.580,756.62,300.25,38680,0.79,10125,371.015,2025/06/05 14:55:17.426
3831980117.090,1189.557,1323.536,756.62,300.25,37804,0.79,10125,371.015,2025/06/05 14:55:18.411
3831980118.091,1175.746,1312.617,756.16,300.25,38129,0.79,10125,371.015,2025/06/05 14:55:19.415
3831980119.091,1177.520,1314.034,757.09,300.25,38135,0.79,10125,371.015,2025/06/05 14:55:20.419
3831980120.090,1185.526,1320.359,757.09,300.25,38446,0.79,10125,371.015,2025/06/05 14:55:21.409
3831980121.090,1156.313,1297.274,756.73,300.25,38535,0.79,10125,371.015,2025/06/05 14:55:22.427
3831980122.091,1159.757,1299.990,756.42,300.26,38742,0.79,10125,371.015,2025/06/05 14:55:23.422
3831980123.090,1172.631,1310.166,756.73,300.25,38346,0.79,10125,371.015,2025/06/05 14:55:24.407
3831980124.089,1203.392,1334.465,756.62,300.26,38131,0.79,10125,371.015,2025/06/05 14:55:25.419
3831980125.090,1184.858,1319.818,756.31,300.25,38240,0.79,10125,371.015,2025/06/05 14:55:26.413
3831980126.094,1173.342,1310.730,756.88,300.25,38795,0.79,10125,371.015,2025/06/05 14:55:27.419
3831980127.089,1185.679,1320.480,757.09,300.26,38304,0.79,10125,371.015,2025/06/05 14:55:28.406
3831980128.089,1198.448,1330.560,756.62,300.25,38356,0.79,10125,371.015,2025/06/05 14:55:29.413
3831980129.093,1141.982,1285.951,756.62,300.25,38919,0.79,10125,371.015,2025/06/05 14:55:30.415
3831980130.089,1111.977,1262.248,756.62,300.25,39719,0.79,10125,371.015,2025/06/05 14:55:31.420
3831980131.089,1166.337,1305.201,757.19,300.26,38885,0.79,10125,371.015,2025/06/05 14:55:32.420
3831980132.090,1211.156,1340.596,756.42,300.25,37726,0.79,10125,371.015,2025/06/05 14:55:33.410
3831980133.089,1189.872,1323.786,756.73,300.25,38047,0.79,10125,371.015,2025/06/05 14:55:34.414
3831980134.090,1156.223,1297.215,757.40,300.25,38790,0.79,10125,371.015,2025/06/05 14:55:35.417
3831980135.090,1182.131,1317.677,757.09,300.25,38336,0.79,10125,371.015,2025/06/05 14:55:36.419
3831980136.090,1176.300,1313.071,757.09,300.25,38292,0.79,10125,371.015,2025/06/05 14:55:37.437
3831980137.090,1194.285,1327.273,756.73,300.25,38380,0.79,10125,371.015,2025/06/05 14:55:38.409
3831980138.091,1198.834,1330.874,757.19,300.25,37802,0.79,10125,371.015,2025/06/05 14:55:39.413
3831980139.091,1185.943,1320.686,756.88,300.24,38140,0.79,10125,371.015,2025/06/05 14:55:40.417
3831980140.090,1191.889,1325.375,756.42,300.24,38032,0.79,10125,371.015,2025/06/05 14:55:41.423
